,text,category,tag,topic_id
26061,"deal: amazon has up to 44% off live conscious dietary supplements today the sale includes collagen peptides powder, fish oil, b12 and more",health,Healthy Life & Wellbeing,169
26062,dr fauci says the omicron covid 19 variant has a mutational profile that is very different from other variants,health,Medicine & Pandemics,-1
26063,dr fauci warns covid cases are starting to climb again in parts of the u s seven day average up 11% from week before,health,Medicine & Pandemics,-1
26064,deal: amazon has up to 40% off colgate oral care products today including the hum by colgate smart electric toothbrush,health,Healthy Life & Wellbeing,169
26065,"uk  minister concerned covid cases may hit 100,000 a day this winter",health,Medicine & Pandemics,52
26066,uk  security agency's dr jenny harries warns people who catch flu and covid at the same time are twice as likely to die than those who only have covid,health,Medicine & Pandemics,52
26067,"los angeles county requiring masks indoors again starting saturday, regardless of vaccination status due to a surge in cases",health,Medicine & Pandemics,89
26068,delta variant starting to hit the uk hard,health,Medicine & Pandemics,422
26069,israel to reinstate indoor mask mandate with covid 19 cases rising again despite high inoculation rates,health,Medicine & Pandemics,89
26070,deal: amazon has up to 40% off maryruth organics supplements today,health,Healthy Life & Wellbeing,169
26071,india's  system collapsing from new covid variant,health,Medicine & Pandemics,139
26072,"deal: amazon is running a personal safety deal of the day today with deals on purell hand sanitzer, hanes face masks, infrared thermometers and more",health,Healthy Life & Wellbeing,169
26073,"many americans are skipping the second dose of the moderna and pfizer vaccine which is against the advice of cdc, experts and the manufacturer",health,Medicine & Pandemics,2
26074,15 million doses of johnson  johnson covid 19 vaccine ruined in a u s factory mix up the new york times says federal officials attributed the mistake to human error,health,Medicine & Pandemics,2
26075,"report: dr fauci says covid vaccines appear to be less effective against some new, more contagious strains of the virus",health,Medicine & Pandemics,2
26076,report: there are no covid 19 reserve 2nd vaccine doses available to release,health,Medicine & Pandemics,2
26077,deal: amazon has up to 30% off mucinex products today the sale includes tablets and liquid varieties,health,Healthy Life & Wellbeing,169
26078,california's disneyland theme park will become a mass covid 19 vaccination site,health,Medicine & Pandemics,2
26079,apex nutrition deal: amazon has 66% off apex nutrition items as a deal of the day the sale features several different gummy vitamins and supplements,health,Healthy Life & Wellbeing,169
26080,vaccinations with the pfizer biontech coronavirus vaccine begin in u s  workers,health,Medicine & Pandemics,2
26081,"cyber monday  find sales underway at amazon, cvs, gnc, walgreens and more",health,Healthy Life & Wellbeing,169
26082,"fairywill deal: amazon has up to 35% off fairywill oral care products as a deal of the day the sale includes electric toothbrushes, water flossers, mouth guards and more",health,Healthy Life & Wellbeing,169
26083,report: notre dame mandates virus testing after football celebration superspreaderevent,health,Medicine & Pandemics,-1
26084,"el paso county judge says it is time to shutdown el paso to halt coronavirus, which is spreading out of control",health,Medicine & Pandemics,52
26085,"report: u s breaks daily covid 19 record with over 80,000 new cases in a single day",health,Medicine & Pandemics,-1
26086,uk faces tighter restrictions as covid 19 cases skyrocket daily case levels are much higher than they were in the spring,health,Medicine & Pandemics,52
26087,"u s virus cases climb toward third peak midwest is having its biggest spike yet and cases are climbing in the west, south and northeast",health,Medicine & Pandemics,328
26088,dr fauci warns americans to hunker down for the fall covid 19 surge,health,Medicine & Pandemics,-1
26089,"fall is coming: the deadly 1918 influenza pandemic was the worst in its second wave, which occurred in the fall (between september and november) most of the deaths from the pandemic were in this time period",health,Medicine & Pandemics,10
26090,"florida smashes coronavirus records the state recorded 11,458 new cases on saturday and passes 200,000 total cases on sunday",health,Medicine & Pandemics,420
26091,massachusetts has set a new daily high for xovid 19 coronavirus deaths with 252 deaths in one day,health,Medicine & Pandemics,420
26092,los angeles county records highest daily covid 19 death toll 642 new cases and 81 new deaths total coronavirus deaths have doubled in the past week,health,Medicine & Pandemics,420
26093,"the death toll in new york city from the covid 19 coronavirus has passed 10,000 after over 3,700 at home deaths were added 10,367 people have died in nyc from the virus through yesterday",health,Medicine & Pandemics,-1
26094,newborns wear tiny face shields for coronavirus protection at bangkok hospital,health,Medicine & Pandemics,89
26095,spain records fifth consecutive day with 800+ coronavirus deaths,health,Medicine & Pandemics,420
26096,"cdc guidance may soon recommend americans wear masks according to dr matt mccarthy, author of superbugs",health,Medicine & Pandemics,89
26097,sky news reports that a 21 year old woman with no pre existing  conditions died in the uk from covid 19,health,Medicine & Pandemics,-1
26098,u s hospitals prepare for surge of coronavirus patients,health,Medicine & Pandemics,-1
26099,colorado now has over 100 covid 19 coronavirus cases there has been one death in the state about 800 people have been tested since feb 28,health,Medicine & Pandemics,-1
26100,the florida department of  confirmed 25 new coronavirus cases early saturday morning florida now has a total of 70 cases and three deaths,health,Medicine & Pandemics,420
26101,washington state now has 568 confirmed cases of the covid 19 coronavirus with 37 deaths most of the cases are king county (328) and snohomish county (133),health,Medicine & Pandemics,420
26102,alabama has confirmed its first case of the covid 19 coronavirus the case is located in mongtomery county,health,Medicine & Pandemics,-1
26103,los angeles county  officials are reporting what appears to be the first case of community spread of the novel coronavirus,health,Medicine & Pandemics,420
26104,canada records first death from covid 19 coronavirus the british columbia man was in his 80s and lived at a north vancouver care home,health,Medicine & Pandemics,52
26105,"uk coronavirus cases climb 46 to 319 the uk has tested 24,960 people to date",health,Medicine & Pandemics,420
26106,new york city has announced three new coronavirus cases this brings the total for new york city to 16 two in brooklyn and one in queens,health,Medicine & Pandemics,328
26107,"the u s state department is warning americans not to travel on cruise ships the warning says, u s citizens, particularly travelers with underlying  conditions, should not travel by cruise ship",health,Medicine & Pandemics,48
26108,report white house overruled cdc recommendation that elderly and physically fragile americans be advised not to fly on commercial airlines because of coronavrius,health,Mental Health & Addictions,-1
26109,coronavirus cases linked to italy in seven u s states and dozens of countries,health,Medicine & Pandemics,420
26110,new coronavrius case in new york the son of the 2nd case third case in new york state,health,Medicine & Pandemics,-1
26111,"report: santa clara county, california  officials have confirmed two additional conavirus cases, both cases involve community transmission",health,Medicine & Pandemics,-1
26112,arizona has reported a new presumptive positive case of coronavirus in maricopa county the case is listed as travel related on the adhs website,health,Medicine & Pandemics,-1
26113,report: medication fog can mimic or worsen dementia in the elderly,health,Mental Health & Addictions,70
26114,georgia announced its two first coronavirus cases in a late night press conference the two cases are a couple in atlanta with italy related travel,health,Medicine & Pandemics,420
26115,illinois has reported its fourth coronavirus case the latest patient is a woman in her 70s and is the spouse of the third case,health,Medicine & Pandemics,420
26116,new hampshire reports first coronavirus case the person recently traveled to italy where there is a coronavirus outbreak,health,Medicine & Pandemics,420
26117,cnn is reporting that the u s has its first drug shortage related to the coronavirus outbreak the name of the drug is not provided,health,Medicine & Pandemics,-1
26118,u s coronavirus case count climbs to 59 with six new repatriated cases among diamond princess cruise passengers,health,Medicine & Pandemics,-1
26119,bbc report: world  organization says world should prepare for a pandemic but who says it is too early to call the outbreak a pandemic,health,Medicine & Pandemics,-1
26120,oman is confirming its first two cases of the coronavirus both cases are women who recently returned from iran,health,Medicine & Pandemics,420
26121,four repatriated diamond princess passengers test positive in uk bringing the uk's total coronavirus case count to 13,health,Medicine & Pandemics,-1
26122,the novel coronaivirus has been given the name covid 19 by the world  organization,health,Medicine & Pandemics,-1
26123,report: chinese authorities plan house to house search for coronavirus patients,health,Medicine & Pandemics,-1
26124,"number of ebola cases in drc passes the 2,000 mark with 1,346 deaths",health,Medicine & Pandemics,174
26125,"the ebola outbreak in the democratic republic of the congo has passed 1,000 cases it is now the world's second largest ebola outbreak fatality rate is around 60%",health,Medicine & Pandemics,174
26126,doctors without borders is suspending its work in the epicenter of the ebola outbreak in the democratic republic of congo after attacks on its treatment centers,health,Medicine & Pandemics,174
26127,new study finds link between gum disease causing bacteria porphyromonas gingivalis and alzheimer's,health,Mental Health & Addictions,70
26128,experts expect the drc ebola outbreak to continue for at least 6 more months confirmed cases now over 600,health,Medicine & Pandemics,174
26129,report: swedish hospital investigating suspected ebola case,health,Medicine & Pandemics,174
26130,"ebola outbreak in east congo now world's second biggest 426 confirmed and probable cases,",health,Medicine & Pandemics,174
26131,"report: who considering global  emergency over drc ebola outbreak following second wave of cases in region that is home to armed groups also, 33 new cases in past week according to",health,Medicine & Pandemics,174
26132,the ebola outbreak in the congo has reached 78 cases with 44 deaths 10  workers have been infected with the deadly virus,health,Medicine & Pandemics,174
26133,norovirus outbreak reported at winter olympic facilities in pyeongchang 1200 security guards pulled from duty,health,Medicine & Pandemics,-1
26134,deal: amazon has 30% off select smartypants vitamins and probiotics as a deal of the day today,health,Healthy Life & Wellbeing,169
26135,deal: amazon has 30% off select vitamin products as a deal of the day,health,Healthy Life & Wellbeing,169
26136,deal: amazon has the philips heartstart home defibrillator for $879 (27% off) as a deal of the day,health,Healthy Life & Wellbeing,169
26137,campylobacter outbreak in humans linked to contact with pet store puppies,health,Medicine & Pandemics,10
26138,deal: amazon has the philips sonicare 2 series electric rechargeable toothbrush for $19 95 (71% off) after $10 off coupon,health,Healthy Life & Wellbeing,169
26139,deal: cvs is offering 30% off sitewide as an early black friday sale,health,Healthy Life & Wellbeing,169
26140,deal: amazon has the kinsa sesame street elmo smart ear thermometer on sale for $28 44 (43% off),health,Healthy Life & Wellbeing,169
26141,bill gates announces his newest mission is to find an alzheimer's cure,health,Mental Health & Addictions,70
26142,deal: amazon has the i go compact first aid kit for $7 63 (52% off) it has a red hard shell case and 85 pieces,health,Healthy Life & Wellbeing,169
26143,deal: amazon has the philips sonicare white electric toothbrush on sale for $59 95 (40% off) today,health,Healthy Life & Wellbeing,169
26144,"madagascar plague outbreak reaches 1,801 suspected cases with 127 deaths",health,Medicine & Pandemics,174
26145,"madagascar plague outbreak climbs to 57 dead, over 680 infected outbreak includes pneumonic plague",health,Medicine & Pandemics,174
26146,deal: amazon has the philips sonicare 2 series black electronic toothbrush for $29 95 (57% off),health,Healthy Life & Wellbeing,169
26147,deal: amazon has up to 25% off select sunbeam heat therapy wraps and pads today,health,Healthy Life & Wellbeing,169
26148,deadly plague epidemic rages in madagascar,health,Medicine & Pandemics,174
26149,deal: zulily is running a sale on proactive acne skin care with up to 60% off,health,Healthy Life & Wellbeing,369
26150,"study finds inability to smell odors like peppermint, fish, orange, rose and leather may be early signs of dementia",health,Mental Health & Addictions,70
26151,deal: amazon has the philips sonicare essence sonic electric rechargeable toothbrush for $19 95 (60% off),health,Healthy Life & Wellbeing,169
26152,amabrush automatic toothbrush promises to clean your teeth in ten seconds,health,Healthy Life & Wellbeing,169
26153,who declares ebola outbreak in dr congo,health,Medicine & Pandemics,174
26154,"cnn's dr sanjay gupta: the big one is coming, and it is going to be a flu pandemic",health,Medicine & Pandemics,381
26155,new york city quarantines cats to stop rare bird flu outbreak (via ),health,Medicine & Pandemics,10
26156,new wearable called proof can track your blood alcohol level,health,Mental Health & Addictions,243
26157,the mesentery: a 'new' organ you did not know you had,health,Medicine & Pandemics,63
26158,rei is encouraging consumers to go outside for black friday 2016 optoutside,health,Healthy Life & Wellbeing,169
26159,study finds zika virus may also infect adult brain cells,health,Medicine & Pandemics,276
26160,zika virus found to remain in sperm for six months,health,Medicine & Pandemics,276
26161,cdc issues unprecedented travel warning over zika virus in miami,health,Medicine & Pandemics,276
26162,report: walgreens to close drugstore com and beauty com online stores in september,health,Healthy Life & Wellbeing,-1
26163,first local transmission of zika virus confirmed in florida first u s outbreak with 4 cases in northern miami,health,Medicine & Pandemics,276
26164,two possible locally transmitted zika cases in florida,health,Medicine & Pandemics,276
26165,caregiver of zika patient contracts virus in mysterious utah case,health,Medicine & Pandemics,276
26166,report: security robot knocks over child at silicon valley mall (via ),health,Medicine & Pandemics,406
26167,"zika related case of microcephaly reported in florida infant, mother had a travel related case",health,Medicine & Pandemics,276
26168,second life toys fixes broken toys to raise organ transplant awareness (via ),health,Medicine & Pandemics,63
26169,mit's ingestible origami robot could lead to swallowed button batteries being retrieved without need for surgery,health,Medicine & Pandemics,406
26170,"nexcare reveals give bandages for 2016 world blood donor day, which is june 14",health,Medicine & Pandemics,63
26171,walt whitman's manly  tips (via ),health,Mental Health & Addictions,108
26172,study finds bed bugs strongly prefer red and black colors,health,Medicine & Pandemics,227
26173,cdc says zika virus could have a greater impact on u s than originally thought,health,Medicine & Pandemics,276
26174,subway sandwich shops add calorie counts on its menu boards about a year ahead of fda requirement,health,Healthy Life & Wellbeing,60
26175,guinea's  authorities are tracking over 800 people potentially infected in the latest recurrence of ebola,health,Medicine & Pandemics,174
26176,2 deaths and 3 suspected cases in ebola flare up in guinea,health,Medicine & Pandemics,174
26177,reuters: mosquitoes' rapid spread poses threat beyond zika,health,Medicine & Pandemics,276
26178,american medical worker in africa with suspected lassa fever headed to atlanta for treatment,health,Medicine & Pandemics,174
26179,prepare for guerrilla warfare' with zika carrying mosquitoes says new york times story,health,Medicine & Pandemics,276
26180,brazil finds zika virus in the saliva and urine of two infected patients,health,Medicine & Pandemics,276
26181,cvs opens first cvs pharmacy inside a target store,health,Healthy Life & Wellbeing,169
26182,"sexually transmitted case of zika virus reported in dallas, texas",health,Medicine & Pandemics,276
26183,who declares global public  emergency over zika virus,health,Medicine & Pandemics,276
26184,bbc: up to four million zika cases predicted,health,Medicine & Pandemics,276
26185,"u s boosts study of zika, a mosquito borne virus, and birth defect link",health,Medicine & Pandemics,276
26186,who has confirmed a second new ebola case in sierra leone,health,Medicine & Pandemics,174
26187,new ebola death confirmed in sierra leone country was declare ebola free on nov 7,health,Medicine & Pandemics,174
26188,human face mites evolved alongside humans say scientists the mites are linked to rosacea and blepharitis,health,Healthy Life & Wellbeing,-1
26189,"ebola beds prevented 40,000 deaths say researchers",health,Medicine & Pandemics,174
26190,study finds school kids throw away 70% of mandated fruits and vegetables,health,Healthy Life & Wellbeing,194
26191,u s records first measles death in 12 years a woman in washington state died from measles this spring,health,Medicine & Pandemics,10
26192,avril lavigne tears up while discussing lyme disease on nightline (via ),health,Medicine & Pandemics,227
26193,liberia reports two new cases of ebola the country was declared ebola free in may,health,Medicine & Pandemics,174
26194,cvs to buy target's pharmacy business the deal will have cvs operating the pharmacy stores inside target stores,health,Healthy Life & Wellbeing,169
26195,case count in south korea's mers outbreak climbs to 122 with ten deaths,health,Medicine & Pandemics,328
26196,mers cases climb to 95 in south korea with 7 deaths,health,Medicine & Pandemics,328
26197,mers outbreak in south korea grows as quarantines climb and schools close case count is 41 cases and 4 deaths,health,Medicine & Pandemics,328
26198,new tick borne disease discovered in northeastern china,health,Medicine & Pandemics,227
26199,lancet study finds underweight people are more likely to develop dementia and obese people are less likely,health,Mental Health & Addictions,70
26200,"death toll from the ebola outbreak in west africa passes 10,000 the number of cases is over 24,000",health,Medicine & Pandemics,174
26201,the unique looking rowing machine frank underwood uses in house of cards is called a waterrower,health,Healthy Life & Wellbeing,0
26202,supreme court of canada rules the canadians have right to doctor assisted suicide,health,Mental Health & Addictions,91
26203,nordictrack unveils treadmill desk at 2015 consumer electronics show,health,Healthy Life & Wellbeing,0
26204,scottish nurse with ebola in criticial condition in london hospital,health,Medicine & Pandemics,174
26205,time names the ebola fighters as the person of the year for 2014 (via ),health,Medicine & Pandemics,174
26206,scientists projections for additional ebola cases in u s from now to end of 2014 range from 1 to 130,health,Medicine & Pandemics,174
26207,california issues quarantine policy for ebola exposure,health,Medicine & Pandemics,174
26208,ebola patient dr craig spencer reportedly initially did not tell police about his travels around nyc,health,Medicine & Pandemics,174
26209,ebola virus family is at least 16 to 23 million years old,health,Medicine & Pandemics,174
26210,yale research student admitted to hospital with ebola like symptoms,health,Medicine & Pandemics,174
26211,a second texas  care worker has tested positive for ebola,health,Medicine & Pandemics,174
26212,spanish nurse contracts ebola part of team treating spanish missionary at madrid hospital who died from ebola,health,Medicine & Pandemics,174
26213,"dallas authorities hunt homeless man that may have been exposed to ebola, rode in ambulance after ebola patient",health,Medicine & Pandemics,174
26214,dallas ebola patient reportedly now too sick to speak,health,Medicine & Pandemics,174
26215,dallas ebola patient may have been in contact with 80 people,health,Medicine & Pandemics,174
26216,contact tracing:  officials tracking down ebola patient's contacts in dallas,health,Medicine & Pandemics,174
26217,scary businessweek cover with bloody words warns ebola is coming (via ),health,Medicine & Pandemics,174
26218,cdc estimates ebola cases could reach 1 4 million in 4 months in worst case scenario,health,Medicine & Pandemics,174
26219,report: ebola education team murdered in southeastern guinea,health,Medicine & Pandemics,174
26220,ebola outbreak confirmed in dr congo thought to be a different strain than the ebola strain in west africa,health,Medicine & Pandemics,174
26221,nigerian man admitted to hong kong hospital is suspected ebola case,health,Medicine & Pandemics,174
26222,saudi man dies of suspected ebola infection after returning from sierra leone,health,Medicine & Pandemics,174
26223,ebola outbreak in three west african countries has klled 337,health,Medicine & Pandemics,174
26224,study finds bullies may get  benefit from bullying others bullies had lower crp levels than victims in study,health,Mental Health & Addictions,29
26225,second mers case confirmed in the u s patient in orlando hospital had been traveling in saudi arabia,health,Medicine & Pandemics,328
26226,new study implicates camels in mers outbreak which has killed 100+ people and spread into egypt,health,Medicine & Pandemics,328
26227,first mers case reported in mecca as cases spike in saudi arabia,health,Medicine & Pandemics,328
26228,french and brazilian researchers are warning that the chikungunya virus will invade the americas,health,Medicine & Pandemics,276
26229,canadian man in critical condition with ebola like virus after returning from africa (via ),health,Medicine & Pandemics,174
26230,ebola outbreak confirmed in guinea 59 deaths out of 80 suspected cases,health,Medicine & Pandemics,174
26231,researchers drop food on the floor to test the five second rule (via ),health,Healthy Life & Wellbeing,60
26232,oral b's new bluetooth enabled toothbrush tracks your brushing habits,health,Healthy Life & Wellbeing,169
26233,researchers say handwriting offers clues to early parkinson's diagnosis,health,Medicine & Pandemics,354
26234,blood pressure medicine linked to increased risk of falls in older adults,health,Medicine & Pandemics,99
26235,five california children with mysterious polio like illness,health,Medicine & Pandemics,-1
26236,study finds kids teased in p e class exercise less a year later,health,Mental Health & Addictions,-1
26237,influenza now widespread in 25 states h1n1 is predominate strain,health,Medicine & Pandemics,10
26238,the cdc reports that malaria cases in the u s have reached a 40 year high,health,Medicine & Pandemics,276
26239,davinci surgical robot carves a pumpkin (via ),health,Healthy Life & Wellbeing,402
26240,robot helps disinfect rooms at rose medical center in denver,health,Medicine & Pandemics,406
26241,deadly mers virus discovered in egyptian tomb bat in saudi arabia,health,Medicine & Pandemics,328
26242,study finds dromedary camels may carry deadly mers coronavirus (via ),health,Medicine & Pandemics,-1
26243,cnn's dr sanjay gupta discusses possible source of cyclospora outbreak: prepackaged salad,health,Medicine & Pandemics,381
26244,first robot phlebotomist: veebot is a blood drawing and iv inserting robot,health,Medicine & Pandemics,406
26245,wild parsnp can be worse than poison ivy,health,Medicine & Pandemics,280
26246,mers cov cases increase to 70 with 39 fatalities,health,Medicine & Pandemics,328
26247,thousands of people do yoga in times square to celebrate summer solstice,health,Healthy Life & Wellbeing,113
26248,"first human, full scale study shows daily sunscreen application slows skin aging",health,Healthy Life & Wellbeing,124
26249,woman suing mac cosmetics for allegedly giving her herpes infected lipstick at a rihanna concert,health,Healthy Life & Wellbeing,110
26250,mers death toll climbs to 30 after three more deaths reported in saudi arabia,health,Medicine & Pandemics,328
26251,new research finds copper destroys the norovirus,health,Medicine & Pandemics,-1
26252,mystery respiratory illness reported in southeast alabama small cluster of seven cases with 2 deaths,health,Medicine & Pandemics,10
26253,study finds flu during pregnancy may increase bipolar risk for child (via ),health,Medicine & Pandemics,122
26254,study finds hungry grocery shoppers buy 23% more processed junk foods on average,health,Healthy Life & Wellbeing,60
26255,cdc finds suicide now tenth leading cause of death in u s,health,Mental Health & Addictions,91
26256,care o bot 3 robot designed to help care for seniors (via ),health,Medicine & Pandemics,406
26257,who says h7n9 is one of the most lethal flu strains,health,Medicine & Pandemics,10
26258,"bird flu death toll reaches 20 in china, source of infection unknown",health,Medicine & Pandemics,10
26259,influenza a(h7n9) cases increase to 60 in china with 13 deaths,health,Medicine & Pandemics,10
26260,influenza a(h7n9) cases in china increase to 38 with ten deaths,health,Medicine & Pandemics,10
26261,children under 17 banned from tanning beds in new jersey,health,Healthy Life & Wellbeing,124
26262,"cdc to prepare vaccine for new a(h7n9) bird flu strain just in case 11 cases, 4 deaths in china since april 1st",health,Medicine & Pandemics,10
26263,mom bloggers demand kraft remove food dye from macaroni and cheese,health,Healthy Life & Wellbeing,285
26264,the couple that is addicted to coffee enemas doctors warn coffee could burn your intestines,health,Mental Health & Addictions,188
26265,google overhauls cafeterias to put focus on healthy foods,health,Healthy Life & Wellbeing,60
26266,cdc warns of powerful new norovirus strain gii 4 sydney,health,Medicine & Pandemics,-1
26267,first case of new deer tick disease reported in u s,health,Medicine & Pandemics,227
26268,study finds at least one in five humans contracted h1n1 in 2009,health,Medicine & Pandemics,10
26269,rt : woman becomes first alzheimer's patient to have pacemaker implanted in her brain,health,Mental Health & Addictions,70
26270,inauguration could help spread the flu,health,Medicine & Pandemics,122
26271,center for science in the public interest reveals menu items with most calories,health,Healthy Life & Wellbeing,60
26272,dr oz tells piers morgan he is overweight and has high blood pressure,health,Medicine & Pandemics,99
26273,"new app, drinking mirror, shows aging effects of alcohol use",health,Mental Health & Addictions,243
26274,electronic fork on display at ces monitors how fast you eat,health,Healthy Life & Wellbeing,282
26275,some chicago hospitals turning away patients after influx of flu patients,health,Medicine & Pandemics,122
26276,video: british researchers create vomiting larry robot to learn more about norovirus (via ),health,Medicine & Pandemics,-1
26277,norovirus sickens hundreds on three different cruise ships,health,Medicine & Pandemics,-1
26278,"cnn's dr sanjay gupta discusses the duchess of cambridge's condition, hyperemesis gravidum",health,Medicine & Pandemics,381
26279,new tick disease discovered in switzerland,health,Medicine & Pandemics,227
26280,rt : outbreak of marburg hemorrhagic fever begins in uganda as ebola outbreak ends,health,Medicine & Pandemics,174
26281,researchers find gene linking age related cataracts and alzheimer's disease,health,Mental Health & Addictions,70
26282,newly identified african virus related to rabies causes hemorrhagic fever (via ),health,Medicine & Pandemics,-1
26283,actress sarah chalke urges mothers to get families vaccinated against influenza,health,Medicine & Pandemics,122
26284,study finds up to 30% of people diagnosed with alzheimer's actually have other conditions,health,Mental Health & Addictions,70
26285,home in houston quarantined for hantavirus,health,Medicine & Pandemics,328
26286,"third yosemite hantavirus death reported, number of people potentially exposed climbs to 22,000",health,Medicine & Pandemics,328
26287,"10,000 people possibly exposed to deadly hantavirus at yosemite national park",health,Medicine & Pandemics,328
26288,3rd death reported from legionnaires' outbreak at jw marriott chicago hotel lobby fountain is likely source,health,Medicine & Pandemics,328
26289,west nile virus expert calls this year's outbreak disturbing,health,Medicine & Pandemics,328
26290,dallas is a west nile virus hot spot this summer,health,Medicine & Pandemics,328
26291,cdc says new swine flu strain has sickened 158,health,Medicine & Pandemics,10
26292,artificial butter flavoring linked to alzheimer's disease,health,Mental Health & Addictions,70
26293,rp vita remote presence robot coming soon to hospitals,health,Medicine & Pandemics,406
26294,"ebola outbreak in uganda infects 20, 13 dead efforts to contain outbreak underway",health,Medicine & Pandemics,174
26295,researchers say bath salts effect on brain similar to cocaine (via ),health,Mental Health & Addictions,178
26296,study finds polypill could reduce heart attacks and strokes,health,Medicine & Pandemics,99
26297,biomarker in the blood may help predict alzheimer's disease,health,Mental Health & Addictions,70
26298,"study: spanking children can lead to mental disorders, substance abuse later in life",health,Mental Health & Addictions,29
26299,"study finds h1n1 killed hundreds of thousands worldwide estimates range from 151,700 to 575,500",health,Medicine & Pandemics,10
26300,a new type of brain scan can detect alzheimer's disease,health,Mental Health & Addictions,70
26301,dr sujatha reddy explains study that links coffee drinking with lower risk of alzheimer's,health,Mental Health & Addictions,188
26302,"consumer reports releases sunscreen rankings, warns pregnant women of dangerous ingredients",health,Healthy Life & Wellbeing,124
26303,government panel finds psa test gives false positive result 80% of time,health,Medicine & Pandemics,-1
26304,study finds coffee drinkers have lower risk of death,health,Mental Health & Addictions,188
26305,paralyzed woman controls robot arm with her mind (via ),health,Medicine & Pandemics,-1
26306,dr sanjay gupta talks losing weight with volumetrics,health,Medicine & Pandemics,381
26307,scientists say reusable grocery bags help spread the norovirus (via ),health,Medicine & Pandemics,-1
26308,cdc: young people facing skin cancer epidemic,health,Healthy Life & Wellbeing,124
26309,physicians group demands white house ban photo ops of president and family eating unhealthy food,health,Healthy Life & Wellbeing,-1
26310,dr sanjay gupta reports on fda approved procedure to permanently remove cellulite,health,Medicine & Pandemics,381
26311,study finds playing tetris may reduce impact of ptsd,health,Mental Health & Addictions,-1
26312,study finds sports and energy drinks erode tooth enamel,health,Mental Health & Addictions,-1
26313,video: timelapse of fertilization of a human egg under the microscope (via ),health,Healthy Life & Wellbeing,62
26314,new study finds people who eat the most junk food at higher risk for depression,health,Healthy Life & Wellbeing,160
26315,dr sanjay gupta explains whitney houston's final autopsy report,health,Medicine & Pandemics,381
26316,mayo clinic finds dramatic rise in skin cancer in young adults,health,Healthy Life & Wellbeing,124
26317,dr sanjay gupta discusses shocking rise in autism statistics,health,Medicine & Pandemics,381
26318,"rt : scientists say popcorn is the perfect snack food, packed with antioxidants and unprocessed whole grain",health,Healthy Life & Wellbeing,194
26319,mysterious nodding disease outbreak devastating families in northern uganda,health,Medicine & Pandemics,174
26320,why are fights breaking out at chuck e cheese? combo of heightened emotions surrounding birthday parties  alcohol,health,Mental Health & Addictions,243
26321,orkin warns travelers that bed bugs are great hitchhikers,health,Medicine & Pandemics,227
26322,dr drew discusses the dangers of taking the cinnamon challenge,health,Mental Health & Addictions,188
26323,study links uv lamps at nail salons with skin cancer,health,Healthy Life & Wellbeing,124
26324,new rule will require labels with nutritional information on raw meat packaging,health,Healthy Life & Wellbeing,60
26325,"cdc reports new bat flu virus, compatible with human flu viruses but not present threat",health,Medicine & Pandemics,10
26326,"dr sanjay gupta discusses naltrexone, a drug that stops cravings for alcohol and drugs",health,Medicine & Pandemics,243
26327,fda to investigate safety of inhalable caffeine,health,Mental Health & Addictions,188
26328,"fda warns about spinbrush battery powered toothbrushes brush heads have broken off and broken teeth, injured faces",health,Healthy Life & Wellbeing,169
26329,san francisco international airport offers yoga room to ticketed passengers (via ),health,Healthy Life & Wellbeing,113
26330,study: 75% of children not wearing sunscreen regularly,health,Healthy Life & Wellbeing,124
26331,"pfc exposure leaves vaccinated children vulnerable to disease sources incl microwave popcorn bags, fast food packaging",health,Medicine & Pandemics,2
26332,cnn and today report on mystery of twelve girls in one school suffering tourette like symptoms,health,Mental Health & Addictions,29
26333,dr travis stork explains how to avoid germs and bed bugs on planes,health,Medicine & Pandemics,227
26334,"students at l a schools reject new healthy lunch menus, black market in flamin' hot cheetos thriving",health,Healthy Life & Wellbeing,60
26335,the use of smartphones has been linked to posture problems,health,Healthy Life & Wellbeing,-1
26336,12 people infected with h3n2v swine flu,health,Medicine & Pandemics,10
26337,"man dies from h5n1 in schenzhen, china (via )",health,Medicine & Pandemics,-1
26338,researchers say exposure to sunlight may help impede the spread of chickenpox,health,Healthy Life & Wellbeing,-1
26339,new study finds patients on statin drugs substantially less likely to die from serious flu,health,Medicine & Pandemics,10
26340,study finds three quarters of british grown oysters contain the dreaded norovirus,health,Medicine & Pandemics,-1
26341,"dr andrew weil talks with dr sanjay gupta about new book, his battle with depression",health,Medicine & Pandemics,381
26342,osha encourages retailers to provide crowd management measures during black friday (via ),health,Healthy Life & Wellbeing,169
26343,parents warned not to give children chickenpox lollipops,health,Medicine & Pandemics,-1
26344,dr sanjay gupta discusses research which shows even moderate alcohol consumption raises risk of breast cancer,health,Medicine & Pandemics,243
26345,rt : cdc publishes graphic novel about zombie preparedness,health,Medicine & Pandemics,10
26346,malaria vaccine cuts malaria risk in half in promising clinical trial,health,Medicine & Pandemics,276
26347,second case of locally acquired dengue fever reported in palm beach county,health,Medicine & Pandemics,276
26348,dna sequenced of woman who lived to 115 she had no signs of dementia,health,Mental Health & Addictions,70
26349,"viral encephalitis outbreak kills 400 in northern india, mostly children",health,Medicine & Pandemics,-1
26350,california bans minors from using tanning beds,health,Healthy Life & Wellbeing,124
26351,"singer t boz talks with dr sanjay gupta about fighting brain tumor, sickle cell anemia",health,Medicine & Pandemics,381
